age_floor,sex,marital,manner
71,d,d,n
71,d,d,n
71,d,m,n
71,d,w,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,w,a
71,d,d,n
71,d,s,n
71,d,s,n
71,d,d,n
71,d,w,n
71,d,w,n
71,d,s,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,s,n
71,d,w,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,w,a
71,d,m,n
71,d,d,n
71,d,s,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,w,n
71,d,d,n
71,d,m,n
71,d,d,n
71,d,d,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,w,n
71,d,m,n
71,d,d,n
71,d,d,a
71,d,m,n
71,d,w,n
71,d,w,n
71,d,m,n
71,d,m,n
71,d,w,n
71,d,w,n
71,d,w,n
71,d,d,n
71,d,w,n
71,d,m,n
71,d,m,n
71,d,w,n
71,d,m,n
71,d,m,n
71,d,s,n
71,d,d,n
71,d,w,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,d,a
71,d,m,n
71,d,m,n
71,d,m,n
71,d,w,n
71,d,m,n
71,d,d,n
71,d,w,n
71,d,d,n
71,d,s,n
71,d,m,n
71,d,s,n
71,d,m,n
71,d,w,n
71,d,m,n
71,d,s,n
71,d,m,n
71,d,s,a
71,d,d,n
71,d,m,n
71,d,s,n
71,d,s,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,w,n
71,d,m,n
71,d,s,n
71,d,w,n
71,d,w,n
71,d,w,n
71,d,m,n
71,d,s,n
71,d,d,n
71,d,w,n
71,d,m,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,s,n
71,d,m,n
71,d,w,n
71,d,s,n
71,d,w,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,w,n
71,d,w,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,m,n
71,d,d,n
71,d,d,n
71,d,m,n
71,d,s,n
71,d,m,n
71,d,s,n
71,d,d,n
71,d,w,n
71,d,s,n
71,d,s,n
71,d,s,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,s,n
71,d,m,n
71,d,w,n
71,d,m,n
71,d,m,n
71,d,w,n
71,d,w,n
71,d,m,n
71,d,s,n
71,d,m,n
71,d,m,n
71,d,w,n
71,d,s,n
71,d,m,n
71,d,w,n
71,d,m,n
71,d,d,n
71,d,w,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,w,a
71,d,m,n
71,d,d,n
71,d,d,n
71,d,m,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,s,n
71,d,m,n
71,d,w,n
71,d,d,n
71,d,m,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,s,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,m,n
71,d,m,s
71,d,s,n
71,d,m,n
71,d,w,n
71,d,m,n
71,d,m,n
71,d,w,n
71,d,d,n
71,d,s,n
71,d,d,n
71,d,m,n
71,d,w,n
71,d,w,n
71,d,m,n
71,d,d,n
71,d,w,n
71,d,w,n
71,d,s,n
71,d,s,n
71,d,d,n
71,d,w,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,s,n
71,d,s,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,w,n
71,d,m,n
71,d,s,n
71,d,s,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,s,n
71,d,d,n
71,d,m,n
71,d,w,n
71,d,w,n
71,d,s,n
71,d,m,n
71,d,m,n
71,d,w,n
71,d,m,n
71,d,d,n
71,d,w,n
71,d,d,n
71,d,m,n
71,d,w,a
71,d,m,n
71,d,s,n
71,d,m,n
71,d,d,n
71,d,s,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,m,n
71,d,d,n
71,d,d,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,s,n
71,d,s,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,d,n
71,d,w,n
71,d,w,n
71,d,d,n
71,d,m,n
71,d,d,n
71,d,m,n
71,d,d,n
71,d,s,n
71,d,m,n
71,d,d,n
71,d,s,a
71,d,m,n
71,d,s,n
71,d,m,n
71,d,s,n
71,d,m,n
71,d,w,n
71,d,m,n
71,d,d,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,m,n
71,d,s,n
71,d,s,n
71,d,m,n
71,d,s,n
71,d,m,n
71,d,m,n
71,d,m,a
71,d,m,n
71,d,m,n
71,d,s,n
71,d,d,n
71,d,w,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,w,n
71,d,d,n
71,d,d,n
71,d,d,n
71,d,m,n
71,d,w,n
71,d,s,n
71,d,m,n
71,d,d,n
71,d,w,n
71,d,d,n
71,d,w,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,w,n
71,d,m,n
71,d,d,n
71,d,m,n
71,d,s,n
71,d,d,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,s,n
71,d,m,n
71,d,w,n
71,d,m,n
71,d,d,n
71,d,d,n
71,d,w,n
71,d,m,n
71,d,m,n
71,d,s,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,w,n
71,d,m,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,m,n
71,d,w,n
71,d,w,n
71,d,m,n
71,d,w,n
71,d,m,n
71,d,d,n
71,d,w,n
71,d,s,n
71,d,m,n
71,d,m,n
71,d,s,n
71,d,w,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,w,n
71,d,m,n
71,d,m,n
71,d,m,a
71,d,w,n
71,d,s,n
71,d,m,n
71,d,m,n
71,d,w,n
71,d,m,n
71,d,d,n
71,d,d,n
71,d,m,n
71,d,d,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,w,n
71,d,s,n
71,d,s,n
71,d,m,n
71,d,s,n
71,d,s,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,w,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,w,n
71,d,m,n
71,d,m,n
71,d,m,a
71,d,m,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,m,a
71,d,d,n
71,d,m,n
71,d,w,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,m,n
71,d,s,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,w,n
71,d,d,n
71,d,w,n
71,d,m,a
71,d,w,n
71,d,m,n
71,d,s,n
71,d,m,n
71,d,s,n
71,d,m,n
71,d,w,n
71,d,w,n
71,d,w,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,d,n
71,d,w,n
71,d,w,n
71,d,d,n
71,d,m,n
71,d,w,n
71,d,m,n
71,d,s,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,w,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,d,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,m,a
71,d,m,n
71,d,w,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,w,n
71,d,w,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,w,n
71,d,m,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,s,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,s,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,m,n
71,d,w,n
71,d,s,n
71,d,w,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,s,n
71,d,d,n
71,d,m,n
71,d,w,n
71,d,m,n
71,d,s,n
71,d,m,n
71,d,m,n
71,d,s,n
71,d,w,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,s,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,w,n
71,d,m,n
71,d,w,n
71,d,d,n
71,d,w,n
71,d,s,n
71,d,w,s
71,d,d,n
71,d,m,n
71,d,d,n
71,d,m,n
71,d,d,n
71,d,m,n
71,d,w,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,s,n
71,d,m,n
71,d,m,n
71,d,w,n
71,d,d,n
71,d,d,n
71,d,m,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,w,n
71,d,m,n
71,d,w,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,w,n
71,d,d,n
71,d,w,n
71,d,s,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,w,n
71,d,w,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,m,n
71,d,w,n
71,d,s,n
71,d,d,n
71,d,d,n
71,d,w,n
71,d,d,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,w,n
71,d,d,n
71,d,w,a
71,d,m,a
71,d,w,n
71,d,w,n
71,d,m,n
71,d,w,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,s,n
71,d,m,n
71,d,w,n
71,d,m,n
71,d,s,n
71,d,s,n
71,d,d,n
71,d,m,s
71,d,m,n
71,d,m,n
71,d,w,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,w,n
71,d,s,n
71,d,d,n
71,d,s,n
71,d,m,n
71,d,m,n
71,d,s,n
71,d,s,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,m,n
71,d,w,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,m,n
71,d,w,n
71,d,m,n
71,d,m,n
71,d,w,n
71,d,m,n
71,d,s,n
71,d,m,n
71,d,m,n
71,d,w,n
71,d,w,n
71,d,m,n
71,d,d,n
71,d,d,n
71,d,m,n
71,d,d,n
71,d,w,n
71,d,m,n
71,d,w,n
71,d,d,n
71,d,m,n
71,d,d,n
71,d,m,n
71,d,d,n
71,d,w,n
71,d,m,n
71,d,s,n
71,d,w,n
71,d,m,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,d,n
71,d,m,n
71,d,s,n
71,d,w,a
71,d,w,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,m,n
71,d,d,n
71,d,d,n
71,d,m,n
71,d,w,n
71,d,s,n
71,d,m,n
71,d,d,n
71,d,s,n
71,d,w,n
71,d,w,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,w,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,w,n
71,d,d,n
71,d,m,n
71,d,s,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,w,n
71,d,w,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,s,n
71,d,s,n
71,d,d,n
71,d,w,n
71,d,s,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,w,n
71,d,w,h
71,d,m,n
71,d,d,n
71,d,m,n
71,d,m,a
71,d,s,n
71,d,w,n
71,d,d,n
71,d,w,n
71,d,d,n
71,d,m,n
71,d,w,n
71,d,w,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,m,n
71,d,d,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,m,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,m,n
71,d,w,n
71,d,s,n
71,d,m,n
71,d,m,n
71,d,w,n
71,d,m,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,w,n
71,d,d,n
71,d,d,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,d,n
71,d,d,s
71,d,d,n
71,d,d,n
71,d,m,n
71,d,w,n
71,d,m,n
71,d,d,n
71,d,m,n
71,d,s,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,w,n
71,d,m,a
71,d,m,n
71,d,m,n
71,d,s,n
71,d,s,n
71,d,s,n
71,d,m,n
71,d,w,n
71,d,d,n
71,d,s,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,s,a
71,d,s,n
71,d,w,n
71,d,m,n
71,d,m,n
71,d,s,n
71,d,d,n
71,d,s,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,s,n
71,d,m,n
71,d,w,n
71,d,w,n
71,d,s,n
71,d,d,n
71,d,w,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,d,n
71,d,m,n
71,d,w,n
71,d,s,n
71,d,m,n
71,d,s,n
71,d,w,n
71,d,w,n
71,d,w,n
71,d,s,n
71,d,m,n
71,d,s,n
71,d,w,n
71,d,d,n
71,d,m,n
71,d,w,n
71,d,w,n
71,d,d,a
71,d,m,n
71,d,m,n
71,d,m,n
71,d,s,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,d,n
71,d,w,n
71,d,w,n
71,d,w,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,w,n
71,d,w,n
71,d,d,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,s,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,w,n
71,d,w,n
71,d,m,n
71,d,m,n
71,d,s,n
71,d,m,n
71,d,m,n
71,d,w,n
71,d,m,n
71,d,d,n
71,d,m,n
71,d,w,n
71,d,w,n
71,d,s,n
71,d,m,n
71,d,m,n
71,d,w,n
71,d,m,a
71,d,s,n
71,d,d,n
71,d,m,n
71,d,s,n
71,d,w,n
71,d,m,n
71,d,m,n
71,d,w,n
71,d,d,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,d,n
71,d,d,n
71,d,m,n
71,d,w,n
71,d,m,n
71,d,m,n
71,d,w,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,s,n
71,d,m,n
71,d,w,n
71,d,w,n
71,d,w,n
71,d,d,n
71,d,m,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,d,n
71,d,m,n
71,d,d,n
71,d,d,n
71,d,m,n
71,d,s,n
71,d,d,n
71,d,m,n
71,d,w,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,w,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,m,n
71,d,w,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,s,n
71,d,d,n
71,d,m,n
71,d,d,n
71,d,m,n
71,d,d,n
71,d,w,n
71,d,s,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,d,n
71,d,d,n
71,d,d,n
71,d,m,n
71,d,d,n
71,d,d,n
71,d,d,n
71,d,s,n
71,d,s,n
71,d,w,n
71,d,d,n
71,d,d,n
71,d,m,a
71,d,m,n
71,d,m,n
71,d,d,n
71,d,m,n
71,d,d,n
71,d,m,n
71,d,w,n
71,d,d,n
71,d,d,n
71,d,m,n
71,d,w,n
71,d,m,n
71,d,d,n
71,d,d,n
71,d,m,n
71,d,d,a
71,d,m,n
71,d,s,n
71,d,s,n
71,d,m,n
71,d,w,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,m,n
71,d,s,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,d,n
71,d,m,n
71,d,m,n
71,d,w,n
71,d,s,n
71,d,d,n
71,d,s,n
71,d,s,n
71,d,s,n
71,d,w,n
71,d,m,n
71,m,m,n
71,m,m,n
71,m,m,n
71,f,m,n
71,f,d,n
71,f,m,n
71,m,m,n
71,m,m,n
71,m,m,n
71,f,w,n
71,m,w,n
71,m,m,n
71,m,w,n
71,m,m,n
71,m,w,n
71,m,m,n
71,f,w,n
71,m,w,n
71,f,s,n
71,f,m,n
71,f,m,n
71,f,m,n
71,m,s,n
71,m,m,n
71,f,m,n
71,m,s,n
71,f,m,n
71,f,d,n
71,f,w,n
71,f,m,n
71,m,m,n
71,m,m,n
71,f,s,n
71,m,d,n
71,m,d,n
71,m,d,n
71,m,m,n
71,m,m,n
71,m,d,n
71,f,w,n
71,m,m,n
71,m,s,n
71,m,m,n
71,f,w,n
71,m,m,n
71,f,d,n
71,m,m,n
71,m,m,n
71,f,m,n
71,m,m,n
71,m,s,n
71,m,m,n
71,m,d,n
71,f,w,n
71,f,w,n
71,m,m,n
71,f,d,n
71,m,d,n
71,f,m,n
71,f,d,n
71,f,m,n
71,m,m,n
71,f,w,n
71,f,w,n
71,m,m,n
71,m,m,n
71,f,d,n
71,m,m,n
71,m,s,n
71,m,m,n
71,f,w,n
71,m,s,n
71,f,w,a
71,m,m,n
71,f,s,n
71,m,d,n
71,m,m,n
71,f,s,n
71,m,s,n
71,m,d,n
71,m,d,n
71,m,s,n
71,m,d,n
71,m,m,n
71,f,w,n
71,m,s,n
71,m,m,n
71,f,d,n
71,m,m,n
71,f,m,n
71,f,m,n
71,f,w,n
71,m,m,n
71,m,m,n
71,m,m,n
71,f,m,n
71,m,d,n
71,f,s,n
71,m,d,n
71,f,m,n
71,m,s,n
71,f,d,n
71,f,m,n
71,m,m,n
71,f,w,n
71,m,m,n
71,f,m,n
71,f,d,n
71,m,m,n
71,m,m,n
71,f,w,n
71,f,s,n
71,f,d,n
71,f,d,n
71,f,s,n
71,f,w,n
71,f,d,n
71,m,d,n
71,m,s,n
71,f,m,n
71,m,m,n
71,f,m,n
71,f,m,n
71,m,m,n
71,m,m,s
71,m,d,n
71,f,m,n
71,m,m,n
71,m,m,n
71,m,w,n
71,f,m,n
71,f,s,n
71,m,m,n
71,m,d,n
71,m,d,n
71,m,w,n
71,f,m,n
71,m,m,n
71,f,m,n
71,m,m,n
71,f,w,n
71,f,m,n
71,m,m,n
71,m,m,n
71,m,d,n
71,f,m,n
71,m,w,n
71,m,m,n
71,f,m,n
71,m,s,n
71,f,d,n
71,f,w,n
71,f,w,n
71,f,d,n
71,m,m,n
71,f,m,n
71,m,s,n
71,m,s,n
71,f,w,n
71,f,s,n
71,m,m,n
71,m,m,n
71,m,m,n
71,m,m,n
71,f,d,n
71,m,d,n
71,m,d,n
71,m,s,n
71,m,m,n
71,f,d,n
71,f,d,n
71,m,d,n
71,m,m,n
71,m,m,n
71,f,d,n
71,m,w,n
71,m,w,n
71,f,d,n
71,m,m,n
71,m,d,n
71,f,m,n
71,m,m,n
71,f,m,n
71,f,d,n
71,m,s,n
71,f,d,n
71,m,s,n
71,f,m,n
71,f,w,n
71,f,m,n
71,f,d,n
71,f,w,n
71,f,s,n
71,m,s,n
71,m,m,n
71,m,w,n
71,m,m,n
71,m,m,n
71,m,m,n
71,f,m,n
71,m,m,n
71,m,d,n
71,m,d,n
71,m,d,n
71,f,w,n
71,f,m,n
71,m,m,n
71,m,d,n
71,f,w,n
71,m,m,n
71,f,m,n
71,m,w,n
71,f,d,n
71,m,w,n
71,f,d,n
71,f,s,n
71,m,d,n
71,m,m,n
71,m,m,n
71,m,m,n
71,m,d,n
71,m,m,n
71,m,d,n
71,m,m,n
71,m,s,n
71,m,m,n
71,m,m,n
71,m,m,n
71,m,m,n
71,m,m,n
71,m,s,n
71,m,m,a
71,f,s,n
71,m,m,n
71,f,m,n
71,f,m,n
71,m,m,n
71,m,d,n
71,f,d,n
71,m,m,n
71,f,w,n
71,m,w,n
71,f,m,n
71,f,m,n
71,m,m,n
71,f,d,n
71,m,m,n
71,m,d,n
71,f,w,n
71,m,d,n
71,f,m,n
71,m,s,n
71,m,d,n
71,m,m,n
71,f,m,n
71,m,d,n
71,f,w,n
71,m,m,n
71,m,w,n
71,f,s,n
71,m,d,n
71,f,w,n
71,f,w,n
71,m,d,n
71,m,m,n
71,m,d,n
71,f,w,n
71,m,s,n
71,f,w,n
71,m,s,n
71,f,m,n
71,m,m,n
71,f,m,n
71,m,w,n
71,m,m,n
71,m,m,n
71,f,m,n
71,f,m,n
71,m,s,n
71,f,m,n
71,m,m,n
71,m,w,n
71,f,m,n
71,m,d,n
71,m,m,n
71,f,s,n
71,m,m,n
71,m,m,n
71,m,d,a
71,m,m,n
71,m,d,n
71,m,m,s
71,m,m,n
71,f,w,n
71,m,d,n
71,f,d,n
71,f,s,n
71,m,d,n
71,f,m,n
71,f,s,n
71,m,d,n
71,f,w,n
71,m,w,n
71,f,s,n
71,m,m,n
71,m,m,n
71,m,m,n
71,m,m,n
71,f,m,n
71,f,d,n
71,m,m,n
71,f,d,n
71,m,m,n
71,f,w,n
71,m,m,n
71,m,m,n
71,m,s,n
71,f,s,n
71,m,m,n
71,m,s,n
71,f,m,a
71,m,s,n
71,f,m,n
71,f,m,n
71,f,m,n
71,f,w,n
71,f,m,n
71,f,s,n
71,m,s,n
71,m,s,n
71,m,m,n
71,m,m,n
71,f,d,n
71,f,s,n
71,f,m,n
71,m,m,n
71,m,m,n
71,m,m,n
71,m,s,n
71,m,d,n
71,m,s,n
71,f,s,n
71,m,m,n
71,m,m,n
71,m,m,n
71,f,s,n
71,m,m,n
71,m,m,n
71,m,m,n
71,f,w,n
71,m,m,n
71,f,m,n
71,f,m,n
71,f,m,a
71,f,d,n
71,m,m,n
71,m,m,n
71,f,w,n
71,m,s,n
71,m,w,n
71,m,m,n
71,m,s,n
71,m,d,n
71,m,m,n
71,m,m,c
71,f,s,n
71,f,m,n
71,f,m,n
71,m,d,n
71,f,w,n
71,m,m,n
71,m,m,n
71,m,m,n
71,f,m,n
71,m,m,n
71,f,m,n
71,m,m,n
71,m,m,n
71,m,m,n
71,f,m,a
71,f,m,n
71,m,m,n
71,m,m,n
71,m,m,n
71,m,m,n
71,m,s,n
71,m,d,n
71,m,m,n
71,f,w,n
71,f,d,n
71,m,m,a
71,f,m,n
71,m,s,n
71,f,m,n
71,m,m,n
71,m,m,n
71,f,d,n
71,f,w,n
71,f,m,a
71,m,m,n
71,f,d,n
71,m,d,n
71,m,m,n
71,m,m,n
71,f,m,n
71,f,w,n
71,m,w,n
71,f,w,n
71,f,s,n
71,f,d,n
71,m,m,n
71,m,m,n
71,m,m,n
71,f,d,n
71,f,m,n
71,m,m,n
71,m,m,n
71,m,d,a
71,f,d,n
71,f,s,n
71,f,m,n
71,f,d,n
71,m,d,n
71,f,w,n
71,m,m,n
71,m,d,n
71,m,m,n
71,m,w,n
71,f,m,n
71,f,m,n
71,m,m,n
71,m,m,n
71,f,m,n
71,f,w,n
71,f,s,n
71,m,d,n
71,m,d,n
71,m,m,n
71,m,w,n
71,m,d,n
71,f,d,n
71,m,m,n
71,f,d,n
71,m,d,n
71,f,m,n
71,m,m,n
71,m,m,n
71,m,m,n
71,m,w,n
71,f,m,n
71,m,w,n
71,f,m,n
71,m,d,n
71,f,d,n
71,f,d,n
71,f,m,n
71,m,m,n
71,f,d,n
71,m,m,n
71,f,w,n
71,f,d,n
71,m,m,n
71,m,m,n
71,m,m,n
71,m,m,n
71,m,s,n
71,m,d,n
71,m,m,n
71,m,d,n
71,m,d,n
71,m,m,n
71,m,s,n
71,m,d,n
71,m,m,n
71,m,d,n
71,f,m,n
71,f,d,n
71,m,w,n
71,m,m,n
71,f,m,n
71,m,m,n
71,m,m,n
71,m,d,n
71,f,d,n
71,f,w,n
71,f,m,n
71,m,m,n
71,m,w,n
71,f,w,n
71,f,w,n
71,f,d,n
71,m,m,n
71,m,m,n
71,f,d,n
71,m,m,n
71,f,m,n
71,m,m,n
71,m,m,n
71,f,d,n
71,m,d,n
71,f,w,n
71,f,m,n
71,f,m,n
71,f,w,a
71,m,s,n
71,m,d,n
71,m,m,n
71,m,m,n
71,f,w,n
71,m,m,n
71,f,m,n
71,f,w,n
71,f,m,n
71,f,d,n
71,f,w,n
71,f,w,n
71,f,m,n
71,f,w,n
71,m,d,n
71,f,m,n
71,f,w,n
71,m,m,n
71,m,m,n
71,f,w,n
71,m,s,n
71,f,w,n
71,f,m,n
71,m,m,n
71,f,s,n
71,f,w,n
71,m,m,n
71,f,d,n
71,f,w,n
71,f,d,n
71,f,w,n
71,m,d,n
71,m,s,n
71,f,m,n
71,m,w,n
71,m,w,n
71,m,m,n
71,m,d,n
71,m,m,n
71,f,m,n
71,f,w,n
71,f,w,n
71,f,m,n
71,m,m,n
71,f,w,n
71,m,s,n
71,m,m,n
71,m,d,n
71,m,m,n
71,m,m,n
71,m,m,n
71,f,d,n
71,m,w,n
71,f,s,n
71,f,m,n
71,f,m,n
71,f,d,n
71,f,d,n
71,m,s,n
71,f,d,n
71,m,s,n
71,f,d,n
71,f,s,n
71,m,m,n
71,m,m,n
71,m,d,n
71,f,w,n
71,m,m,n
71,m,d,n
71,m,m,n
71,m,d,n
71,m,w,n
71,f,d,n
71,m,s,n
71,m,m,n
71,f,m,n
71,f,m,a
71,m,w,n
71,f,w,n
71,f,d,n
71,f,m,n
71,f,d,n
71,m,m,n
71,m,m,n
71,f,w,n
71,f,w,n
71,f,m,n
71,f,m,n
71,m,m,n
71,f,m,n
71,f,w,n
71,f,w,n
71,f,d,n
71,f,m,n
71,m,d,n
71,m,d,n
71,m,m,n
71,f,m,n
71,m,m,n
71,f,w,n
71,m,m,n
71,f,d,n
71,m,s,n
71,m,m,n
71,m,d,n
71,f,m,n
71,m,m,n
71,f,m,n
71,m,d,n
71,f,w,n
71,m,d,n
71,m,d,n
71,m,m,n
71,m,m,n
71,f,w,n
71,m,m,n
71,m,w,n
71,f,d,n
71,f,d,n
71,m,m,n
71,m,d,s
71,m,m,n
71,m,m,n
71,f,m,n
71,f,d,n
71,m,s,n
71,f,d,n
71,f,s,n
71,f,m,n
71,f,w,n
71,f,w,n
71,m,m,n
71,m,m,n
71,m,m,n
71,m,d,n
71,m,m,n
71,f,s,n
71,m,m,n
71,m,w,n
71,m,s,n
71,f,m,n
71,f,d,n
71,f,d,n
71,m,d,n
71,f,d,n
71,f,m,n
71,f,w,n
71,f,w,n
71,m,m,n
71,f,m,n
71,f,d,n
71,m,m,n
71,f,d,n
71,f,m,n
71,m,d,n
71,f,w,n
71,m,w,n
71,m,m,n
71,m,m,n
71,m,m,n
71,m,s,n
71,m,m,n
71,f,w,n
71,f,d,n
71,f,d,h
71,f,w,n
71,m,m,n
71,f,d,n
71,f,w,n
71,f,w,n
71,m,w,n
71,f,m,n
71,f,w,n
71,m,m,n
71,f,m,n
71,f,d,n
71,m,s,n
