age_floor,sex,marital,manner
74,m,s,n
74,f,s,n
74,m,m,n
74,m,m,n
74,m,w,n
74,m,m,n
74,f,d,n
74,f,m,n
74,m,m,n
74,f,w,n
74,f,w,n
74,f,w,n
74,f,w,n
74,f,w,n
74,f,w,n
74,f,d,n
74,m,m,n
74,f,w,n
74,m,m,n
74,m,m,n
74,f,w,n
74,f,w,n
74,f,m,n
74,m,m,n
74,f,w,n
74,m,m,n
74,f,w,n
74,f,w,n
74,f,s,n
74,f,w,n
74,m,w,n
74,m,m,n
74,f,m,n
74,m,m,n
74,f,m,n
74,m,m,n
74,f,d,n
74,f,m,n
74,f,w,n
74,f,m,n
74,m,m,n
74,f,m,n
74,m,m,n
74,m,m,n
74,f,m,n
74,f,w,n
74,f,w,n
74,m,m,n
74,f,w,n
74,f,w,n
74,f,m,n
74,f,m,n
74,m,s,n
74,f,s,n
74,f,s,n
74,f,m,n
74,f,w,n
74,m,w,n
74,m,d,n
74,f,s,n
74,f,w,n
74,f,m,n
74,f,w,n
74,m,d,n
74,f,m,n
74,m,m,n
74,m,m,n
74,f,m,n
74,f,m,n
74,m,m,n
74,m,m,n
74,m,m,n
74,m,m,n
74,m,m,n
74,f,w,n
74,f,m,n
74,m,m,n
74,f,m,n
74,f,w,n
74,f,d,n
74,m,m,n
74,m,m,n
74,f,w,n
74,m,w,n
74,f,m,n
74,f,m,n
74,m,w,n
74,f,m,n
74,f,w,n
74,m,m,n
74,m,m,n
74,m,w,n
74,m,m,n
74,f,m,n
74,m,m,n
74,m,m,n
74,f,w,n
74,m,w,n
74,m,m,n
74,m,w,n
74,m,m,n
74,m,m,n
74,m,m,n
74,m,m,n
74,m,w,n
74,f,d,n
74,m,s,n
74,f,w,n
74,f,d,n
74,f,w,n
74,f,w,n
74,m,m,n
74,m,m,n
74,m,m,n
74,f,s,n
74,f,m,n
74,m,m,n
74,f,m,n
74,f,w,n
74,m,m,n
74,f,m,n
74,m,w,n
74,f,m,n
74,f,w,n
74,m,d,n
74,m,w,n
74,m,m,n
74,f,w,n
74,f,w,n
74,f,s,n
74,f,m,n
74,f,w,n
74,m,s,n
74,f,w,n
74,m,m,n
74,m,m,n
74,m,w,n
74,m,m,n
74,f,m,n
74,f,d,n
74,m,m,n
74,f,d,n
74,m,w,n
74,m,m,n
74,m,w,n
74,m,m,n
74,f,w,n
74,f,w,n
74,m,w,n
74,m,m,n
74,f,m,n
74,f,m,n
74,f,m,n
74,m,w,n
74,f,w,n
74,f,s,n
74,m,w,n
74,m,w,n
74,f,m,n
74,f,w,n
74,m,m,n
74,m,d,n
74,f,m,n
74,f,m,n
74,m,s,n
74,m,w,n
74,f,m,n
74,m,m,n
74,m,m,n
74,f,s,n
74,m,m,n
74,m,m,n
74,f,m,n
74,m,s,n
74,f,w,n
74,f,m,n
74,f,m,n
74,f,w,n
74,f,d,n
74,m,m,n
74,m,m,n
74,f,m,n
74,m,m,n
74,f,w,n
74,f,m,n
74,f,w,n
74,m,m,s
74,m,m,n
74,m,m,n
74,m,d,n
74,f,m,n
74,m,m,n
74,f,w,n
74,m,w,n
74,m,m,n
74,m,m,n
74,m,m,n
74,m,m,n
74,m,m,a
74,m,m,n
74,f,w,n
74,m,s,n
74,f,w,n
74,m,m,n
74,m,m,n
74,m,m,n
74,m,d,n
74,f,d,n
74,m,d,s
74,m,m,n
74,m,m,n
74,m,m,n
74,m,m,n
74,m,m,n
74,m,m,n
74,f,w,n
74,m,m,n
74,m,w,n
74,m,m,n
74,f,w,n
74,m,m,n
74,f,m,n
74,m,m,n
74,f,s,n
74,m,m,a
74,f,s,n
74,f,m,n
74,f,w,n
74,f,m,n
74,f,m,n
74,m,m,n
74,m,m,n
74,m,d,n
74,f,m,n
74,m,m,n
74,f,w,n
74,m,m,n
74,m,d,n
74,f,w,n
74,m,s,n
74,f,s,n
74,f,m,n
74,m,m,n
74,f,w,n
74,m,d,n
74,m,s,n
74,f,w,n
74,m,m,n
74,m,m,n
74,m,m,n
74,f,w,n
74,m,s,n
74,f,w,n
74,f,m,n
74,m,w,n
74,f,m,n
74,f,m,n
74,f,m,n
74,f,w,n
74,m,m,n
74,f,w,n
74,f,w,n
74,f,d,n
74,m,m,n
74,f,m,n
74,f,d,n
74,m,w,n
74,f,w,n
74,m,s,n
74,f,w,n
74,f,w,n
74,f,w,n
74,m,m,n
74,f,w,n
74,f,w,n
74,m,w,n
74,m,m,n
74,m,m,n
74,f,m,n
74,m,s,n
74,m,m,n
74,f,m,n
74,f,w,n
74,f,m,n
74,f,w,n
74,m,s,n
74,m,m,n
74,m,s,n
74,m,m,n
74,f,w,n
74,m,m,n
74,m,s,n
74,f,w,n
74,m,m,n
74,f,s,n
74,f,w,n
74,f,s,n
74,m,w,n
74,m,s,n
74,m,m,n
74,m,d,n
74,f,m,n
74,m,m,n
74,m,m,n
74,m,m,n
74,m,m,n
74,m,w,n
74,f,w,n
74,m,m,n
74,m,m,n
74,m,m,n
74,m,m,n
74,m,d,n
74,m,m,n
74,f,w,n
74,m,w,n
74,f,m,n
74,f,m,n
74,f,m,n
74,m,m,n
74,f,m,n
74,m,m,n
74,m,s,n
74,m,m,n
74,m,s,n
74,f,m,n
74,f,m,n
74,m,s,n
74,m,m,n
74,f,m,n
74,m,m,n
74,f,w,n
74,f,w,n
74,f,m,a
74,m,m,n
74,m,m,n
74,m,w,n
74,m,m,n
74,m,d,n
74,m,d,n
74,m,w,n
74,m,m,n
74,m,m,n
74,f,s,n
74,f,d,n
74,m,m,n
74,f,m,n
74,f,m,n
74,f,w,n
74,f,m,n
74,f,m,n
74,f,m,n
74,f,m,n
74,m,w,n
74,f,m,n
74,m,m,n
74,f,s,n
74,f,d,n
74,m,m,n
74,m,m,n
74,f,w,n
74,f,w,n
74,f,w,n
74,m,m,n
74,m,m,n
74,f,w,n
74,m,w,n
74,f,w,n
74,m,m,n
74,f,w,n
74,f,m,n
74,m,m,n
74,m,m,n
74,f,m,n
74,m,m,n
74,f,w,n
74,f,s,n
74,f,d,n
74,f,w,n
74,m,m,n
74,f,w,n
74,f,s,n
74,m,m,n
74,f,w,n
74,m,m,n
74,f,w,n
74,m,m,n
74,m,m,n
74,f,m,n
74,m,m,n
74,m,m,n
74,f,m,n
74,f,m,n
74,f,m,n
74,f,m,n
74,f,m,n
74,f,m,n
74,f,m,n
74,f,w,n
74,m,d,n
74,f,s,n
74,f,w,n
74,m,s,n
74,f,w,n
74,m,s,n
74,f,m,n
74,m,m,n
74,m,w,n
74,m,m,n
74,m,m,n
74,f,s,n
74,f,w,n
74,m,d,n
74,m,m,n
74,f,w,n
74,m,m,n
74,m,m,n
74,f,m,n
74,m,m,n
74,f,m,n
74,f,m,n
74,m,m,n
74,m,m,n
74,m,w,n
74,f,d,n
74,f,w,n
74,m,s,n
74,f,s,n
74,f,w,n
74,m,m,n
74,m,m,n
74,m,m,n
74,f,w,n
74,f,m,n
74,f,m,n
74,m,m,n
74,f,w,n
74,m,m,n
74,f,m,n
74,f,w,n
74,m,d,n
74,m,d,n
74,m,m,n
74,m,d,n
74,f,m,n
74,f,s,n
74,m,m,n
74,m,w,n
74,f,s,n
74,m,m,n
74,m,s,n
74,f,m,n
74,m,m,n
74,f,w,n
74,f,d,n
74,f,w,n
74,f,m,n
74,m,w,n
74,m,m,n
74,m,d,s
74,f,w,n
74,m,m,n
74,m,m,n
74,m,w,n
74,f,m,n
74,f,m,n
74,f,w,n
74,m,s,n
74,m,m,n
74,m,m,n
74,f,s,n
74,m,m,n
74,f,w,n
74,f,m,n
74,m,d,n
74,m,m,n
74,f,m,n
74,f,m,n
74,f,s,n
74,m,m,n
74,m,m,n
74,f,w,n
74,f,w,n
74,m,s,n
74,f,m,n
74,f,m,n
74,m,d,n
74,m,m,n
74,m,m,n
74,f,m,n
74,m,m,n
74,m,s,n
74,m,m,n
74,f,w,n
74,f,s,n
74,f,w,n
74,f,w,n
74,m,m,n
74,f,m,n
74,m,m,n
74,f,w,n
74,m,m,n
74,m,m,n
74,m,m,n
74,f,m,n
74,f,w,n
74,f,s,n
74,f,m,n
74,f,w,n
74,m,m,n
74,f,d,n
74,m,m,n
74,f,d,n
74,m,m,n
74,m,w,n
74,m,w,n
74,m,d,n
74,f,m,n
74,m,s,n
74,f,m,n
74,m,m,n
74,f,m,n
74,m,w,n
74,f,w,n
74,m,w,n
74,f,m,n
74,f,w,n
74,m,m,n
74,m,m,n
74,f,w,n
74,m,d,n
74,m,s,n
74,f,s,n
74,f,m,n
74,f,w,n
74,f,s,n
74,m,d,n
74,f,w,n
74,m,m,n
74,m,m,n
74,m,m,n
74,m,w,n
74,m,m,n
74,f,w,n
74,f,m,n
74,m,m,n
74,m,m,n
74,m,m,n
74,f,m,n
74,m,m,n
74,f,w,n
74,m,m,n
74,f,m,n
74,m,w,n
74,f,w,n
74,f,w,n
74,m,m,n
74,m,s,n
74,f,m,n
74,f,w,n
74,m,m,n
74,f,m,n
74,f,d,n
74,m,m,n
74,f,d,n
74,m,d,n
74,f,s,n
74,m,w,n
74,f,w,n
74,m,s,n
74,m,m,n
74,m,m,n
74,m,s,n
74,m,d,n
74,f,w,n
74,m,m,n
74,f,m,n
74,f,d,n
74,m,m,n
74,m,m,n
74,f,m,n
74,f,w,n
74,f,w,n
74,f,w,n
74,f,m,n
74,m,m,n
74,f,w,n
74,m,w,n
74,m,d,n
74,f,w,n
74,m,w,n
74,m,m,n
74,f,w,n
74,m,m,n
74,m,m,n
74,f,w,n
74,f,w,n
74,f,d,n
74,m,m,n
74,m,m,n
74,f,m,n
74,f,w,n
74,m,w,n
74,m,m,n
74,m,d,n
74,m,m,n
74,f,m,n
74,m,w,n
74,f,m,n
74,m,m,n
74,f,m,n
74,m,m,n
74,f,w,n
74,m,m,n
74,m,m,n
74,m,m,n
74,f,m,n
74,m,m,n
74,m,w,n
74,f,m,n
74,f,s,n
74,m,w,n
74,f,w,n
74,m,m,n
74,m,m,n
74,f,w,n
74,m,m,n
74,f,m,n
74,f,m,n
74,m,d,n
74,f,w,n
74,f,w,n
74,m,m,n
74,f,m,n
74,m,m,n
74,m,d,n
74,m,w,n
74,m,m,n
74,m,m,n
74,m,m,n
74,m,m,n
74,m,w,n
74,f,w,n
74,m,m,n
74,f,w,n
74,m,m,n
74,m,w,n
74,m,w,n
74,f,w,n
74,f,s,n
74,f,d,n
74,m,m,n
74,f,m,n
74,f,w,n
74,f,m,n
74,f,d,n
74,m,m,n
74,f,d,n
74,f,w,n
74,m,m,n
74,m,d,n
74,f,w,n
74,m,m,n
74,m,s,n
74,f,m,n
74,m,m,n
74,f,s,n
74,m,m,n
74,m,m,n
74,m,m,n
74,m,m,n
74,f,s,n
74,f,m,n
74,m,m,n
74,f,w,n
74,m,m,n
74,f,w,n
74,f,w,n
74,m,m,n
74,m,m,n
74,m,w,n
74,f,w,n
74,m,w,n
74,f,d,n
74,m,m,n
74,f,m,n
74,m,w,n
74,f,w,n
74,f,w,n
74,f,m,n
74,m,w,n
74,m,m,n
74,f,d,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,s,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,d,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,s,n
74,d,m,a
74,d,w,n
74,d,s,n
74,d,w,n
74,d,w,n
74,d,w,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,d,n
74,d,m,n
74,d,w,n
74,d,w,n
74,d,w,n
74,d,s,n
74,d,w,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,s,n
74,d,s,n
74,d,s,n
74,d,s,n
74,d,s,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,s,n
74,d,s,n
74,d,d,n
74,d,m,n
74,d,w,n
74,d,d,n
74,d,d,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,s,n
74,d,d,n
74,d,d,n
74,d,s,n
74,d,d,n
74,d,m,n
74,d,d,n
74,d,w,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,s,n
74,d,d,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,d,n
74,d,m,n
74,d,w,n
74,d,d,n
74,d,w,n
74,d,w,n
74,d,w,n
74,d,s,n
74,d,s,n
74,d,m,n
74,d,s,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,d,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,w,n
74,d,d,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,d,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,d,n
74,d,s,n
74,d,m,n
74,d,s,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,w,n
74,d,s,n
74,d,m,n
74,d,s,n
74,d,w,n
74,d,m,n
74,d,s,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,w,n
74,d,d,n
74,d,m,n
74,d,d,n
74,d,m,n
74,d,w,n
74,d,d,n
74,d,d,n
74,d,m,n
74,d,w,n
74,d,d,n
74,d,w,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,d,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,w,n
74,d,w,n
74,d,m,n
74,d,w,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,w,n
74,d,w,n
74,d,m,n
74,d,d,n
74,d,d,n
74,d,s,n
74,d,d,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,w,n
74,d,d,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,s,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,w,n
74,d,d,n
74,d,s,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,m,a
74,d,m,n
74,d,w,n
74,d,s,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,d,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,s,n
74,d,m,n
74,d,w,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,s,n
74,d,m,n
74,d,d,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,s,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,w,n
74,d,d,n
74,d,w,n
74,d,s,n
74,d,w,n
74,d,w,n
74,d,w,n
74,d,m,n
74,d,d,n
74,d,m,n
74,d,m,n
74,d,s,n
74,d,m,n
74,d,w,n
74,d,s,n
74,d,d,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,s,n
74,d,w,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,m,s
74,d,m,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,s,n
74,d,m,n
74,d,w,n
74,d,w,n
74,d,d,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,d,n
74,d,w,n
74,d,m,n
74,d,w,n
74,d,d,n
74,d,m,n
74,d,d,n
74,d,m,n
74,d,m,n
74,d,s,n
74,d,m,n
74,d,s,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,s,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,d,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,d,n
74,d,w,n
74,d,s,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,s,n
74,d,m,n
74,d,w,n
74,d,w,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,w,n
74,d,d,n
74,d,w,n
74,d,w,n
74,d,m,n
74,d,d,n
74,d,m,n
74,d,s,n
74,d,w,n
74,d,m,n
74,d,d,n
74,d,m,n
74,d,m,n
74,d,s,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,s,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,w,n
74,d,w,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,s,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,w,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,w,n
74,d,w,n
74,d,m,n
74,d,d,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,d,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,w,n
74,d,w,n
74,d,s,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,s,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,w,n
74,d,s,n
74,d,s,n
74,d,d,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,d,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,d,n
74,d,m,n
74,d,m,n
74,d,s,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,w,n
74,d,w,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,d,n
74,d,w,n
74,d,s,n
74,d,w,n
74,d,w,n
74,d,w,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,d,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,s,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,w,n
74,d,w,n
74,d,m,n
74,d,w,n
74,d,w,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,w,n
74,d,w,n
74,d,m,n
74,d,s,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,s,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,d,n
74,d,w,n
74,d,m,n
74,d,w,n
74,d,w,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,d,n
74,d,w,n
74,d,d,n
74,d,m,n
74,d,w,n
74,d,w,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,w,n
74,d,d,n
74,d,m,n
74,d,d,n
74,d,w,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,w,n
74,d,d,n
74,d,d,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,d,n
74,d,s,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,s,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,s,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,s,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,s,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,d,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,s,n
74,d,w,n
74,d,w,n
74,d,w,n
74,d,w,n
74,d,m,n
74,d,w,n
74,d,w,n
74,d,m,n
74,d,d,n
74,d,w,n
74,d,m,n
74,d,d,n
74,d,w,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,s,n
74,d,m,n
74,d,m,n
74,d,s,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,s,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,w,n
74,d,w,n
74,d,d,n
74,d,m,n
74,d,w,n
74,d,d,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,d,n
74,d,d,n
74,d,s,n
74,d,m,n
74,d,m,n
74,d,s,n
74,d,w,n
74,d,m,n
74,d,s,n
74,d,m,n
74,d,m,n
74,d,s,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,s,n
74,d,m,n
74,d,s,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,w,n
74,d,w,n
74,d,w,n
74,d,w,n
74,d,s,n
74,d,w,n
74,d,w,n
74,d,m,n
74,d,d,n
74,d,w,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,w,n
74,d,s,n
74,d,m,n
74,d,d,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,s,n
74,d,s,n
74,d,m,n
74,d,d,n
74,d,w,s
74,d,w,n
74,d,w,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,s,n
74,d,s,n
74,d,m,n
74,d,w,n
74,d,d,n
74,d,m,n
74,d,w,n
74,d,d,n
74,d,s,n
74,d,w,n
74,d,m,n
74,d,w,n
74,d,d,n
74,d,s,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,s,n
74,d,w,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,s,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,m,a
74,d,m,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,d,n
74,d,w,n
74,d,w,n
74,d,m,n
74,d,d,n
74,d,w,n
74,d,w,n
74,d,m,n
74,d,w,a
74,d,m,n
74,d,w,n
74,d,m,n
74,d,s,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,d,n
74,d,m,n
74,d,d,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,s,n
74,d,d,n
74,d,w,n
74,d,w,n
74,d,s,n
74,d,m,n
74,d,s,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,s,n
74,d,s,n
74,d,w,n
74,d,w,n
74,d,m,n
74,d,s,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,d,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,d,n
74,d,m,n
74,d,w,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,d,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,s,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,d,n
74,d,m,n
74,d,s,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,s,n
74,d,m,n
74,d,d,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,d,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,s,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,w,n
74,d,s,n
74,d,m,n
74,d,w,n
74,d,s,n
74,d,m,n
74,d,w,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,s,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,d,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,s,n
74,d,m,a
74,d,s,n
74,d,w,n
74,d,d,n
74,d,w,n
74,d,s,n
74,d,m,n
74,d,m,n
74,d,s,n
74,d,m,n
74,d,s,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,w,n
74,d,w,n
74,d,d,n
74,d,w,n
74,d,d,n
74,d,m,n
74,d,w,n
74,d,w,n
74,d,s,n
74,d,w,n
74,d,w,n
74,d,m,n
74,d,w,n
74,d,s,n
74,d,w,n
74,d,s,n
74,d,w,n
74,d,w,n
74,d,s,a
74,d,d,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,s,n
74,d,s,n
74,d,w,n
74,d,m,n
74,d,w,n
74,d,w,n
74,d,s,n
74,d,m,n
74,d,d,n
74,d,w,n
74,d,s,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,d,n
74,d,w,n
74,d,d,n
74,d,m,n
74,d,s,n
74,d,m,n
74,d,w,n
74,d,d,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,d,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,s,n
74,d,m,n
74,d,m,n
74,d,s,n
74,d,s,n
74,d,m,n
74,d,m,n
74,d,s,n
74,d,m,n
74,d,w,n
74,d,w,n
74,d,d,n
74,d,s,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,s,n
74,d,w,n
74,d,w,n
74,d,m,n
74,d,d,n
74,d,m,n
74,d,m,n
74,d,s,n
74,d,d,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,d,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,s,n
74,d,m,n
74,d,w,n
74,d,s,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,w,n
74,d,s,n
74,d,w,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,d,n
74,d,w,n
74,d,s,n
74,d,w,n
74,d,s,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,s,n
74,d,m,n
74,d,m,n
74,d,s,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,s,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,s,n
74,d,m,n
74,d,d,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,m,n
74,d,s,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,w,n
74,d,m,n
74,d,m,n
74,d,s,n
74,d,w,n
74,d,m,n
